__DATA_ROOT__/AlxSuture/video_faststart/D94Z.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/Z49D.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/R65M.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/M56R.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/D44W.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/W44D.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/Z13N.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/N31Z.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/R37W.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/W73R.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/R48T.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/T84R.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/U79I.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/I97U.mp4 2
__DATA_ROOT__/AlxSuture/video_faststart/C28D.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/D82C.mp4 2
__DATA_ROOT__/AlxSuture/video_faststart/A59Z.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/Z95A.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/K71Q.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/Q17K.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/T25P.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/P52T.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/D17H.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/H71D.mp4 2
__DATA_ROOT__/AlxSuture/video_faststart/C43T.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/T34C.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/V11M.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/M11V.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/O16G.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/G61O.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/T45Y.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/Y54T.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/X49O.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/O94X.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/Y65C.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/C56Y.mp4 2
__DATA_ROOT__/AlxSuture/video_faststart/Q38Q.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/Q83Q.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/C42I.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/I24C.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/Z62S.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/S26Z.mp4 2
__DATA_ROOT__/AlxSuture/video_faststart/B53D.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/D35B.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/K53Y.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/Y35K.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/Q58C.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/C85Q.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/V63F.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/F36V.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/X94Z.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/Z49X.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/T98Q.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/Q89T.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/P54M.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/M45P.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/P55V.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/V55P.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/S93I.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/I39S.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/G22R.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/R22G.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/C36X.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/X63C.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/L13Q.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/Q31L.mp4 2
__DATA_ROOT__/AlxSuture/video_faststart/T54X.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/X45T.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/A99Y.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/Y99A.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/D12Y.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/Y21D.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/X99A.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/A99X.mp4 2
__DATA_ROOT__/AlxSuture/video_faststart/S33L.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/L33S.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/Q43O.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/O34Q.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/N49S.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/S94N.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/R55K.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/K55R.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/W38P.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/P83W.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/N75S.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/S57N.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/R77V.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/V77R.mp4 2
__DATA_ROOT__/AlxSuture/video_faststart/G66T.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/T66G.mp4 2
__DATA_ROOT__/AlxSuture/video_faststart/H27O.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/O72H.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/P77F.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/F77P.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/V23S.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/S32V.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/L56D.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/D65L.mp4 2
__DATA_ROOT__/AlxSuture/video_faststart/R63B.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/B36R.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/Y13R.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/R31Y.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/J78O.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/O87J.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/C18X.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/X81C.mp4 1
__DATA_ROOT__/AlxSuture/video_faststart/X57F.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/F75X.mp4 2
__DATA_ROOT__/AlxSuture/video_faststart/K11Q.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/Q11K.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/K32R.mp4 0
__DATA_ROOT__/AlxSuture/video_faststart/R23K.mp4 0
