__DATA_ROOT__/cholec80/split_video/cholec80_01_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_01_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_01_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_01_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_01_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_01_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_01_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_02_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_02_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_02_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_02_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_02_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_02_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_02_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_03_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_03_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_03_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_03_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_03_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_03_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_03_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_04_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_04_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_04_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_04_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_04_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_04_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_04_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_05_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_05_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_05_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_05_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_05_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_05_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_05_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_06_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_06_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_06_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_06_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_06_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_06_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_06_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_07_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_07_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_07_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_07_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_07_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_07_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_07_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_08_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_08_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_08_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_08_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_08_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_08_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_08_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_09_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_09_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_09_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_09_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_09_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_09_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_09_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_10_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_10_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_10_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_10_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_10_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_10_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_11_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_11_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_11_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_11_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_11_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_11_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_11_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_12_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_12_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_12_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_12_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_12_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_12_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_12_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_13_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_13_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_13_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_13_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_13_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_13_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_14_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_14_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_14_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_14_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_14_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_14_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_14_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_15_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_15_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_15_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_15_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_15_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_15_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_15_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_16_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_16_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_16_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_16_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_16_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_16_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_16_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_17_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_17_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_17_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_17_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_17_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_17_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_17_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_18_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_18_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_18_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_18_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_18_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_18_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_18_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_19_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_19_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_19_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_19_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_19_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_19_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_20_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_20_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_20_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_20_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_20_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_20_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_20_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_21_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_21_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_21_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_21_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_21_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_21_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_22_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_22_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_22_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_22_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_22_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_22_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_23_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_23_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_23_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_23_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_23_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_23_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_24_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_24_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_24_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_24_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_24_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_24_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_24_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_25_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_25_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_25_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_25_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_25_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_25_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_25_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_26_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_26_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_26_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_26_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_26_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_26_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_26_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_27_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_27_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_27_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_27_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_27_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_27_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_27_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_28_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_28_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_28_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_28_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_28_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_28_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_28_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_29_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_29_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_29_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_29_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_29_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_29_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_30_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_30_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_30_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_30_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_30_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_30_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_30_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_31_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_31_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_31_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_31_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_31_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_31_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_31_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_32_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_32_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_32_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_32_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_32_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_32_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_33_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_33_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_33_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_33_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_33_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_33_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_34_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_34_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_34_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_34_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_34_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_34_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_34_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_35_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_35_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_35_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_35_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_35_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_35_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_35_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_36_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_36_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_36_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_36_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_36_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_36_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_36_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_37_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_37_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_37_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_37_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_37_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_37_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_37_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_38_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_38_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_38_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_38_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_38_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_38_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_39_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_39_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_39_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_39_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_39_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_39_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_39_7.mp4 6
__DATA_ROOT__/cholec80/split_video/cholec80_40_1.mp4 0
__DATA_ROOT__/cholec80/split_video/cholec80_40_2.mp4 1
__DATA_ROOT__/cholec80/split_video/cholec80_40_3.mp4 2
__DATA_ROOT__/cholec80/split_video/cholec80_40_4.mp4 3
__DATA_ROOT__/cholec80/split_video/cholec80_40_5.mp4 4
__DATA_ROOT__/cholec80/split_video/cholec80_40_6.mp4 5
__DATA_ROOT__/cholec80/split_video/cholec80_40_7.mp4 6
